track_number,title,lyrics
,Quartos de Hotel,"2 Contributors
Quartos de Hotel Lyrics
“Quartos de Hotel,” assim como “Piano Bar,” fala sobre a solidão da estrada, já esse álbum foi o primeiro escrito totalmente no Rio de Janeiro, longe da terra natal dos membros da banda, Porto Alegre.
[Letra de ""Quartos de Hotel""]
[Intro]
Tô num lugar comum onde qualquer um se esconde
Pra fazer a frase feita e sentir os efeitos colaterais
Tô em lugar nenhum (Onde?) Onde qualquer um se esconde
Pra fazer a frase feita, contrabando de uma seita oriental
Não tenho estado muito em casa ultimamente
Nem me lembro quanto tempo faz, aprendi a não olhar pra trás
[Verso 1]
Eu conto as horas que passam, eu conto estrelas no céu
Na solidão das noites sem graça, nos quartos de hotel
Como se chama essa cidade? Como se chama a atenção
De uma cidade que dorme, enquanto a gente, infelizmente, não
Bobeiras na noite, noites inteiras, pensando bobagens, bebendo besteiras
Sem companhia, sem companheira, nos quartos de hotel
[Refrão]
A cada cena as paredes mudam de cor no quarto quase escuro
À luz apenas do aparelho televisor, espelho retrovisor futuro
A duras penas eu apago a televisão, o quarto fica quase escuro
Iluminado apenas pela letra ""H"" da palavra ""Hotel"" escrita em neon
[Verso 2]
Amanhã, numa cidade diferente, não haverá diferenças no ar
As noites passarão do mesmo jeito, as estrelas estarão no mesmo lugar
Como se chama essa cidade? Como se chama a atenção
De uma cidade que morre enquanto a gente mente que não
Meias verdades, noites inteiras, bebendo bobagens, pensando besteiras
Sem entender o que sempre acontece nos quartos de hotel
[Refrão]
A cada cena as paredes mudam de cor no quarto quase escuro
À luz apenas do aparelho televisor, espelho retrovisor futuro
A duras penas eu apago a televisão, o quarto fica quase escuro
Iluminado apenas pela letra ""H"" da palavra ""Hotel"" escrita em neon
[Solo de Guitarra]
[Refrão]
A cada cena as paredes mudam de cor no quarto quase escuro
À luz apenas do aparelho televisor, espelho retrovisor futuro
A duras penas eu apago a televisão, o quarto fica quase escuro
Iluminado apenas pela letra ""H"" da palavra ""Hotel"" escrita em neon
Pra chamar a atenção de quem passa na rua
Contando as horas que passam
Contando estrelas no céu"
,Quebra-Cabeça,"1 Contributor
Quebra-Cabeça Lyrics
[Letra de ""Quebra-Cabeça""]
[Verso 1]
Pode ser pra sempre, pode não ser mais
Pode ter certeza e voltar atrás
Pode ser perfeito, fruto da imaginação
Pode ter defeito de fabricação
[Refrão]
Tá faltando peça no quebra-cabeça
Eu não tenho pressa, o meu tempo é todo teu
É tudo que eu posso oferecer,
é pouco
Mas é tudo que eu posso oferecer,
é quase nada
Mas é tudo que eu posso oferecer
[Verso 2]
Pode estar no ponto, ponto de interrogação
Pode ser encontro ou separação
Pode correr risco, arriscado sempre é
Só não pode o medo te paralisar
[Refrão]
Tá faltando peça no quebra-cabeça
Eu não tenho pressa, o meu tempo é todo teu
É tudo que eu posso oferecer,
é pouco
Mas é tudo que eu posso oferecer,
é quase nada
Mas é tudo que eu posso oferecer,
é pouco
Mas é tudo que eu tenho, tudo que eu posso oferecer
[Saída]
É pouco
Mas é tudo que eu posso oferecer,
é quase nada
Mas é tudo que eu posso oferecer,
é pouco
Mas é tudo que eu tenho, tudo que eu posso oferecer"
,Quem Diria,"1 Contributor
Quem Diria Lyrics
[Letra de ""Quem Diria""]
[Refrão]
Quem diria que um dia a gente iria chegar ao fim?
Quem diria que seria assim?
Ninguém seria capaz de adivinhar
Ninguém foi capaz de evitar
[Verso 1]
Você se enganou, tem que reconhecer
Não me conhecia e não sabia o que queria saber
Agora reclama sem nenhuma razão
Pra não dizer o que não quer ouvir ninguém falou
Você se enganou, não, não pode negar
Não me conhecia e não sabia, não sabia por quê
[Refrão]
Quem diria que um dia a gente iria chegar ao fim?
Quem diria que seria assim?
Ninguém seria capaz de adivinhar
Ninguém foi capaz de evitar
[Verso 2]
Você se assustou, foi fácil de perceber
Não sabia o que queria, não sabia o que queria saber
Agora reclama com toda razão
Pra não dizer o que não quer ouvir ninguém falou
Foi o que deveria ter sido se não fosse paixão
Se não fosse, se não fosse, se não, se não fosse paixão
[Refrão]
Quem diria que um dia a gente iria chegar ao fim?
Quem diria que seria assim?
Ninguém seria capaz de adivinhar
Ninguém foi capaz de evitar
[Solo de Guitara]
[Refrão]
Quem diria que um dia a gente iria chegar ao fim?
Quem diria que seria assim?
Ninguém seria capaz de adivinhar
Ninguém foi capaz de evitar"
,Quem Tem Pressa Não Se Interessa,"2 Contributors
Quem Tem Pressa Não Se Interessa Lyrics
[Letra de ""Quem Tem Pressa Não Se Interessa""]
[Intro: Humberto Gessinger]
Quando você me olha com seu olhar tranquilo
Sempre diz que falta algo, ou isto ou aquilo
Quando você me olha com seu olhar tranquilo
Sempre diz que falta algo, questões de estilo
[Verso: Humberto Gessinger]
Quando você me olha com seu olhar tranquilo
Sempre diz que falta algo, ou isto ou aquilo
Você não entende e se surpreende, seu olhar já não tá tranquilo
Mas quem tem pressa não se interessa por questões de estilo
Questões de estilo
As vozes oficiais dizem, ""Quem sabe,"" dizem, ""Talvez""
Enquanto os vídeos e as revistas mostram imagens sem nitidez
Você se espanta, há tanta coisa nos jornais
Mas quem tem pressa não se interessa em andar rápido demais
Rápido demais
Eles têm razão, mas a razão é só o que eles têm
A lâmina ilumina a mão, a lâmpada cria a escuridão
Há muita grana atrás de uma canção, ninguém se engana com uma canção
O tempo que nos gera também gera generais, mas o tempo nunca espera que cheguem os comerciais
Os comerciais, som
[Saída: Humberto Gessinger &
Carlos Maltz
]
Nas veias abertas da América, menina
Um mar vermelho de sangue leva navios piratas
Negociatas, concordatas, candidatos democratas
Sucos e sucatas, ternos e gravatas
Secando cataratas e lavando as mãos
Dando a impressão de que na areia movediça nada se desperdiça
Os comerciais, os comerciais
Os comerciais, os comerciais"
,Rádio Pirata,"2 Contributors
Rádio Pirata Lyrics
[Letra de ""Rádio Pirata""]
[Verso 1: Humberto Gessinger &
Paulo Ricardo
]
Abordar navios mercantes
Invadir, pilhar, tomar o que é nosso
Pirataria nas ondas do rádio
Havia alguma coisa errada com o rei
Preparar a nossa invasão
E fazer justiça com as próprias mãos
Dinamitar um paiol de bobagens
E navegar no mar da tranquilidade
[Refrão: Humberto Gessinger &
Paulo Ricardo
]
Toquem o meu coração
Façam a revolução
Está no ar nas ondas do rádio
No submundo, repousa o repúdio
Que deve despertar
[Verso 2: Humberto Gessinger &
Paulo Ricardo
]
Disputar em cada frequência
Um espaço nosso nessa decadência
Canções de guerra, quem sabe canções do mar
Canções de amor ao que vai vingar
[Refrão: Humberto Gessinger &
Paulo Ricardo
,
Ambos
]
Toquem o meu coração
Façam a revolução
Está no ar nas ondas do rádio
No submundo repousa o repúdio
Que deve despertar
[Refrão: Humberto Gessinger & Paulo Ricardo]
Toquem o meu coração
Façam a revolução
Toquem o meu coração
Façam a revolução"
,Realidade Virtual,"1 Contributor
Realidade Virtual Lyrics
[Letra de ""Realidade Virtual""]
[Refrão]
É preciso fé cega e pé atrás
Olho vivo, faro fino e tanto faz
É preciso saber de tudo e esquecer de tudo
Fé cega e pé atrás
Fé cega e pé atrás
[Verso 1]
Tá legal, eu desisto, tudo já foi visto
Olhos atentos a qualquer momento, é preciso acreditar
Tudo bem, eu acredito, tudo já foi dito
Olhos atentos a todo movimento, é preciso duvidar
Viver não é preciso e nem sempre faz sentido
É preciso muito mais fé cega e pé atrás
[Verso 2]
A neblina encobre o Cristo e a lagoa se ilumina
Com edifícios de cabeça pra baixo e refletores do Jockey Club
Na outra janela o sol sempre brilha, o risco é calculado
Videoguerra, vídeoreinodoscéus, videoguerra, vídeoreinodoscéus
[Refrão]
É preciso fé cega e pé atrás
Olho vivo, faro fino e tanto faz
É preciso saber de tudo e não pensar em nada
Fé cega, pé atrás
Fé cega e pé atrás
[Solo de Guitarra]
[Saída]
É preciso fé cega e pé atrás
Olho vivo, faro fino e tanto faz
É preciso fé cega e pé atrás (Fé cega e pé atrás)
Olho vivo, faro fino e tanto faz (Fé cega e pé atrás)
É preciso fé cega e pé atrás (É preciso fé cega e pé atrás)
Olho vivo, faro fino e tanto faz (Olho vivo e tanto faz)
É preciso fé cega e pé atrás (Fé cega e pé atrás)
Olho vivo, faro fino e tanto faz (Fé cega)
É preciso fé cega e pé atrás"
,Refrão de Bolero,"3 Contributors
Refrão de Bolero Lyrics
“Refrão de Bolero” é uma das músicas mais conhecidas dos Engenheiros do Hawaii, mas fez sucesso apenas depois da exibição de uma versão ao vivo na MTV nos anos 90.

A canção fala sobre um relacionamento…
Read More
[Letra de ""Refrão de Bolero""]
[Verso 1]
E eu que falei, ""Nem pensar,"" agora me arrependo
Roendo as unhas, frágeis testemunhas de um crime sem perdão
Mas eu falei sem pensar, coração na mão
Como o refrão de um bolero, eu fui sincero como não se pode ser
Um erro assim tão vulgar nos persegue a noite inteira
E quando acaba a bebedeira, ele consegue nos achar
Num bar com um vinho barato
Um cigarro no cinzero e uma cara embriagada no espelho do banheiro
[Refrão]
Ana, teus lábios são labirintos, Ana
Que atraem os meus instintos mais sacanas
O teu olhar sempre distante sempre me engana
[Verso 2]
E eu que falei, ""Nem pensar,"" agora me arrependo
Roendo as unhas, frágeis testemunhas de um crime sem perdão
Mas eu falei sem pensar, coração na mão
Como o refrão de um bolero, eu fui sincero como não se pode ser
Um erro assim tão vulgar nos persegue a noite inteira
E quando acaba a bebedeira, ele consegue nos achar
Num bar, oh
[Refrão]
Ana, teus lábios são labirintos, Ana
Eu sigo a tua pista todo dia da semana
Eu entro sempre na tua dança de cigana
[Ponte Instrumental]
[Refrão]
Ana, teus lábios são labirintos, Ana
Que atraem os meus instintos mais sacanas
E o teu olhar sempre distante sempre me engana
É e eu sigo a tua pista todo dia da semana
Todo dia, todo dia da semana
Eu sigo a tua pista todo dia da semana
Ana
[Solo de Guitarra]
[Saída]
E eu falei foi sem pensar
Foi sem pensar"
,"Refrão de Bolero [Acústico Filmes de Guerra, Canções de Amor]","1 Contributor
Refrão de Bolero [Acústico Filmes de Guerra, Canções de Amor] Lyrics
[Letra da versão acústica de ""Refrão de Bolero""]
[Verso 1]
Eu que falei, ""Nem pensar,"" agora me arrependo
Roendo as unhas, frágeis testemunhas de um crime sem perdão
Mas eu falei sem pensar, coração na mão
Como o refrão de um bolero, eu fui sincero como não se pode ser
E um erro assim tão vulgar nos persegue a noite inteira
E quando acaba a bebedeira, ele consegue nos achar
Num bar com um vinho barato
Um cigarro no cinzero e uma cara embriagada no espelho do banheiro
[Refrão]
Ana, teus lábios são labirintos, Ana
Que atraem os meus instintos mais sacanas
O teu olhar sempre distante sempre me engana
[Verso 2]
Fui eu que falei, ""Nem pensar,"" agora me arrependo
Roendo as unhas, frágeis testemunhas de um crime sem perdão
Mas eu falei sem pensar, coração na mão
Como o refrão de um bolero, eu fui sincero, eu fui sincero
E um erro assim tão vulgar nos persegue a noite inteira
E quando acaba a bebedeira, ele consegue nos achar
Em qualquer lugar, em qualquer lugar
Em qualquer lugar
[Refrão]
Ana, teus lábios são labirintos, Ana
Que atraem os meus instintos mais sacanas
O teu olhar sempre distante sempre me engana
[Solo de Guitarra]
[Saída]
Ana"
,Refrão de Bolero [Acústico MTV],"1 Contributor
Refrão de Bolero [Acústico MTV] Lyrics
[Letra da versão acústica de ""Refrão de Bolero""]
[Verso 1]
E eu que falei, ""Nem pensar,"" agora me arrependo
Roendo as unhas, frágeis testemunhas de um crime sem perdão
Mas eu falei ""Nem pensar,"" coração na mão
Como o refrão de um bolero, eu fui sincero como não se pode ser
E um erro assim tão vulgar nos persegue a noite inteira
E quando acaba a bebedeira, ele consegue nos achar
Num bar com um vinho barato
Um cigarro no cinzeiro e uma cara embriagada no espelho do banheiro
[Refrão]
Teus lábios são labirintos
Que atraem os meus instintos mais sacanas
O teu olhar sempre distante sempre me engana
Eu entro sempre na tua dança de cigana
[Verso 2]
Eu que falei, ""Nem pensar,"" agora me arrependo
Roendo as unhas, frágeis testemunhas de um crime sem perdão
Mas eu falei sem pensar, coração na mão
Como o refrão de um bolero, eu fui sincero, eu fui sincero
[Refrão]
Teus lábios são labirintos
Que atraem os meus instintos mais sacanas
O teu olhar sempre me engana
É o fim do mundo todo dia da semana
[Solo de Violão]
[Refrão]
Teus lábios são labirintos
Que atraem os meus instintos mais sacanas
E o teu olhar sempre me engana
É o fim do mundo todo dia da semana, yeah"
,Refrão de Bolero [Ao Vivo 10.000 Destinos],"1 Contributor
Refrão de Bolero [Ao Vivo 10.000 Destinos] Lyrics
[Letra da versão ao vivo de ""Refrão de Bolero""]
[Verso]
E eu que falei, ""Nem pensar,"" agora me arrependo
Roendo as unhas, frágeis testemunhas de um crime sem perdão
Mas eu falei sem pensar, coração na mão
Como o refrão de um bolero, eu fui sincero como não se pode ser
E um erro assim tão vulgar nos persegue a noite inteira
E quando acaba a bebedeira, ele consegue nos achar
Num bar com um vinho barato
Um cigarro no cinzero e uma cara embriagada no espelho do banheiro
[Refrão]
Teus lábios são labirintos (Ana)
Que atraem os meus instintos mais sacanas
O teu olhar sempre me engana
Eu entro sempre na tua dança de cigana, woah, vai Borghetti
[Solo de Acordeão]
[Refrão]
Teus lábios são labirintos (Ana)
Que atraem os meus amigos mais sacanas
E o teu olhar, o teu olhar (Sempre me engana)
É o fim do mundo todo dia da semana, hm yeah
[Saída]
Renato Borghetti"
,Ritos de Passagem,"1 Contributor
Ritos de Passagem Lyrics
[Letra de ""Ritos de Passagem""]
[Verso 1]
Medo (Medo) de voltar pra casa, medo de sair de casa
E encontrar tudo no mesmo lugar
Medo (Medo) de abrir os olhos, medo de fechar os olhos
E enxergar o que não quer nem imaginar
[Pré-Refrão]
Quanto tempo faz uma semana atrás?
No topo do mundo, na crista da onda
Numa euforia de se estranhar
Pouco tempo faz, uma semana atrás
No topo do mundo, na crista da onda
Um mergulho em busca de ar
[Refrão]
Tudo mudou, ela acordou
Estava onde nunca quis estar
[Verso 2]
Livre (Livre) para ir e vir, para ficar onde está
Outro modo de ver a queda
Livre (Livre) como sempre quis, livre como nunca imaginou
Outro modo de ver o muro desabar
[Pré-Refrão]
Quanto tempo faz uma semana atrás?
No topo do mundo, na crista da onda
Numa euforia de se estranhar
Pouco tempo faz, uma semana atrás
No topo do mundo, na crista da onda
Um mergulho em busca de ar
[Refrão]
Tudo mudou, ela acordou
Estava onde nunca quis estar
Tudo mudou, ela acordou
Estava onde nunca, nunca quis estar
[Solo de Guitarra]
[Refrão]
Tudo mudou, ela acordou
Estava onde nunca quis estar
Tudo mudou, ela acordou
Estava onde nunca, nunca quis estar
Ela mudou, tudo acabou
Ela está pronta pra recomeçar"
,Rota de Colisão,"2 Contributors
Rota de Colisão Lyrics
[Letra de ""Rota de Colisão""]
[Verso 1]
As fases da lua, a crise dos mercados
O movimento das marés
A hora da verdade, a idade da razão
A diferença do que se pensa e o que se faz
[Refrão]
Isso nos coloca em rota de colisão
Estamos em rota de colisão
Isso nos coloca em rota de colisão
Estamos em rota de colisão
[Verso 2]
Ao encontro de, de encontro a
Seja o que for, o bom português não vai nos salvar
O lado escuro da lua, as luzes da cidade
A diferença do que se pensa e o que se faz
[Refrão]
Isso nos coloca em rota de colisão
Estamos em rota de colisão
Isso nos coloca em rota de colisão
Estamos em rota de colisão
[Saída]
(Seja o que for)
Isso nos coloca em rota de colisão
Isso nos coloca em rota de colisão
Tudo isso nos coloca em rota de colisão
(Seja o que for)
Isso nos coloca em rota de colisão
Isso nos coloca em rota de colisão
Tudo isso nos coloca em rota de colisão
Rota de colisão"
,Sala Vip,"1 Contributor
Sala Vip Lyrics
Os Engenheiros do Hawaii eram chamados de “banda de direita” pela crítica, devido as suas desavenças com outras bandas na época e a letras como “Fidel e Pinochet tiram sarro de você que não faz nada.”…
Read More
[Letra de ""Sala Vip""]
[Refrão]
Não, nem vem que não tem, eu não devo nada pra ninguém
Nem vem que não tem, eu não devo nada pra ninguém
Você pode falar o que bem entender, você pode entender como quiser
Mas, não, nem vem que não tem, eu não devo nada pra ninguém
[Verso 1]
Me deixa fora dessa guerra santa
Me deixa fora dessa guerra senta
Senta a pua, quebra o pau, manda brasa, solta a franga
Sai de baixo, baixa a lenha, manda ver, roda a baiana
Entra de sola na Sala VIP
Mas me deixa fora dessa guerra
Santa ignorância (Haja paciência)
[Refrão]
Não, nem vem que não tem, eu não devo nada pra ninguém
Nem vem que não tem, eu não devo nada pra ninguém
Você pode achar que não é bem assim, você pode achar assim bem melhor
Mas, não, nem vem que não tem, eu não devo nada pra ninguém
[Verso 2]
Tô de saco cheio, chega, deu pra mim
Eu não sou do meio, sou do princípio ao fim
Eu não sou do meio, não sou do meio termo
Quero todos os gestos ou nenhum
Todos os sons ou o silêncio total
Nada de meias palavras de duplo sentido
[Ponte]
Toma lá, dá cá, toma lá, dá cá, toma lá, dá cá
Ninho de cobras, cobranças
O som do gelo no copo de uísque
Uma cascavel preparando o bote
O bote, o bote, o bote, o bote
O bote salva-vidas
[Saída]
Não, nem vem que não tem
Nem todo nonsense faz sentido
Não, nem vem que não tem
Nem todo sentido é obrigatório
Não, nem vem que não tem
Nem todo sentido faz falta
Não, nem vem que não tem
Nem toda falta de sentido é sentida"
,Sampa no Walkman,"4 Contributors
Sampa no Walkman Lyrics
“Sampa no Walkman” é uma forma de homenagem dos Engenheiros do Hawaii para Caetano Veloso, já que a faixa referencia “Sampa,” música do artista. Humberto Gessinger considera Caetano o mais genial de todos os…
Read More
[Letra de ""Sampa no Walkman""]
[Verso 1]
Este sou eu parado na esquina
A mesma esquina em outra canção
É a verdade, a-ver-a-cidade
Alguma coisa acontece no meu coração
Estas são elas, tuas meninas, nordestinas, erundinas
Tua mais completa contradição
Esta São Paulo, são tantas cidades
Nunca tantas quantas gostaria de ser
[Refrão]
Ouvindo ""Sampa"" no Walkman, vidro, concreto e metal
Ouvindo ""Sampa"" no Walkman, duvido de qualquer cartão postal
[Verso 2]
Este sou eu parado na esquina
A-ver-a-cidade, ouvindo a canção
Deuses da chuva, demônios da garoa
Garotas propaganda, além dos outdoors
FIESP, favelas, ouro e ferro velhos
Surfista ferroviário, o contrário do contrário do contrário do...
Esta São Paulo, são tantas cidades
Nessas cidades eu vejo a canção
[Refrão]
Ouvindo ""Sampa"" no Walkman, samples de sons audiovisuais
Ouvindo ""Sampa"" no Walkman, na ponte aérea, no metrô
[Solo de Guitarra]
[Refrão]
Ouvindo ""Sampa"" no Walkman, vidro, concreto e metal
Ouvindo ""Sampa"" no Walkman, duvido de qualquer cartão postal
Ouvindo ""Sampa"" no Walkman, samples de sons audiovisuais
Ouvindo ""Sampa"" no Walkman, na ponte aérea, no metrô
Ouvindo ""Sampa"" no Walkman, a walk on the wild side
[Saída]
Este sou eu na esquina de novo, tudo é tão novo quanto esta canção
Será que alguém presta atenção?"
,Seguir Viagem,"1 Contributor
Seguir Viagem Lyrics
[Letra de ""Seguir Viagem""]
[Verso 1]
Seguir viagem, tirar os pés do chão
Viver à margem, correr na contramão
A tua imagem e perfeição
Segue comigo e me dá direção
Se dizem que é impossível, eu digo, ""É necessário""
Se dizem que estou louco fazendo tudo ao contrário
Eu digo que é preciso
Eu preciso, é necessário
[Refrão]
Seguir viagem, tirar os pés da terra firme
E seguir viagem
[Verso 2]
Seguir viagem, tirar os pés do chão
Outros ares, sete mares, voar, mergulhar
O que nos dá coragem, não é o mar nem o abismo
É a margem, o limite e sua negação
Se dizem que é impossível, eu digo, ""É necessário""
Se dizem que é loucura, eu provo o contrário
E digo que é preciso
Eu preciso, é necessário
[Refrão]
Seguir viagem, tirar os pés da terra firme
E seguir viagem
[Solo de Guitarra]
[Saída]
Seguir viagem
Seguir viagem
Seguir viagem, tirar os pés da terra firme
E seguir"
,Segunda-Feira Blues I,"4 Contributors
Segunda-Feira Blues I Lyrics
[Letra de ""Segunda-Feira Blues I""]
[Verso 1]
Onde estão os caras que lutavam dia-a-dia
sem perder a ternura jamais?
Onde estão os caras que desmaterializavam moedas de dez mil reais?
Onde estão os caras que desconheciam limites, universal e singular?
Onde estão os caras que desenhavam novas cidades em guardanapos na mesa de um bar?
[Refrão]
Onde estão as provas, onde estão os fatos?
As boas novas eram só boatos?
Onde estão os atos de bravura e rebeldia, ternura guerreada dia-a-dia?
Será que estamos sós?
[Verso 2]
Onde estão os caras que pregavam no deserto? O deserto continua lá
Onde estão os caras que deixavam as portas abertas para a vida poder circular?
Onde está o teatro mágico só para iniciados? Onde está o espaço não privatizado?
Onde estão os caras que acenavam com a mão invisível um mercado para todos nós?
[Refrão]
Onde estão as provas, onde estão os fatos?
As boas novas eram só boatos?
Onde estão os caras que lutavam e cantavam?
Por um mundo ideal eles gritavam, ""não estamos sós""
[Ponte]
Onde estão os caras que diziam que a guerra ia acabar?
Onde estão os caras que diziam que a maré ia virar?
Onde estão os caras que espalharam o vírus, prometeram a cura e viraram as costas?
Onde está o outro? Onde está o diferente? Onde está o comum a toda gente?
[Saída]
Onde estão as provas, onde estão os fatos?
As boas novas eram só boatos?
Onde estão as provas, onde estão os fatos?"
,Segunda-Feira Blues II,"1 Contributor
Segunda-Feira Blues II Lyrics
[Letra de ""Segunda-Feira Blues II""]
[Verso: Carlos Maltz &
Humberto Gessinger
]
Onde estão os caras que diziam que a guerra ia acabar?
Onde estão os caras que diziam que a maré ia virar?
Ele garantiram que Freud explicava tudo
Onde estão os sobreviventes daquele mundo?
Onde estão os caras que usavam palavras precisas
Pra nos livrar da tirania do mal?
Aonde estão os filhos da revolução sexual?
Donde estão los herderos de la falacia liberal?
Onde estão as provas?
(Onde estão as provas?)
Aonde estão os fatos?
(Onde estão os fatos?)
As boas novas eram só boatos
Onde estão os caras que lutavam e cantavam
Por um mundo ideal se peguntavam?
""Aonde estamos nós?"""
,Segurança,"6 Contributors
Segurança Lyrics
[Letra de ""Segurança""]
[Refrão]
Você precisa de alguém que te dê segurança
Senão você dança, senão você dança
Você precisa de alguém que te dê segurança
Senão você dança, senão você dança
[Verso 1]
Ele era o tal, cheio de moral, ""Bon vivant""
Parecia um galã, usando óculos ""Ray-ban""
Don Juan, corria em Tarumã, combateu no vietnã
Ratatata, vestia ""Yves Saint-Laurent,"" Pierre Cardin
[Refrão]
Você precisa de alguém que te dê segurança
Senão você dança, senão você dança
Você precisa de alguém que te dê segurança
Senão você dança, senão você dança
[Verso 2]
Ele era o tal, cheio de moral, fascinava você
Tinha um Puma-GT com vidro fumê
Tinha sauna no AP, só pra você, pode crer
Lutava Karatê como nos filmes de TV
[Refrão]
Você precisa de alguém que te dê segurança
Senão você dança, senão você dança
Você precisa de alguém que te dê segurança
Senão você dança, senão você dança
[Verso 3]
O que mais me emociona é que tudo nasceu
Numa carona que ele te deu
E o que mais me emociona é que tudo se deu
Num banco traseiro de um Alfa Romeo
[Refrão]
Você precisa de alguém que te dê segurança
Senão você dança, senão você dança
Cê precisa, cê precisa, cê precisa, cê precisa de alguém
Senão você dança, senão se cança e rança
[Saída]
Você precisa de alguém que te dê segurança
Senão você dança, senão você"
,Sei Não,"1 Contributor
Sei Não Lyrics
[Letra de ""Sei Não""]
[Verso 1]
Não sei qual foi a causa e quais serão as consequências
A borboleta bate as asas e o vento vira violência
Não sei a soma exata, só a ordem de grandeza
Não sermos literais às vezes faz nossa beleza
Às vezes faz nossa cabeça, um par de olhos
Um pôr de sol às vezes faz a diferença
[Refrão]
Tentei ficar na minha, tentei ficar contigo
O que há de mais moderno ainda é um sonho muito antigo
Tentei ser teu futuro, tentei ser teu amigo
O que há de mais seguro também corre perigo
[Verso 2]
Não sei a quantas anda, é da nossa natureza
Não saber o que fazer às vezes faz nossa certeza
Às vezes faz nossa cabeça, um par de olhos
Um pôr de sol às vezes faz a diferença
[Refrão]
Tentei ficar na minha, tentei ficar contigo
O que há de mais moderno ainda é um sonho muito antigo
Tentei ser teu futuro, tentei ser teu amigo
O que há de mais seguro também corre perigo
[Solo de Guitarra]
[Refrão]
Tentei ficar na minha, tentei ficar contigo
O que há de mais moderno ainda é um sonho muito antigo
Eu tentei ser teu futuro, tentei ser teu amigo
O que há de mais seguro também corre perigo"
,Sem Problema,"1 Contributor
Sem Problema Lyrics
[Letra de ""Sem Problema""]
[Verso 1]
Chame do jeito que você quiser, medo, coragem ou amor
Faça disso o que quiser, é um presente que eu te dou
[Refrão]
Só não tente me dizer o que é melhor pra mim
Quem pode saber?
Não venha me explicar o que eu sinto por você
Sou o primeiro a saber
[Verso 2]
Seja o que for, esteja onde estiver, teu homem, tua mulher
Vício, virtude ou amor, chame do jeito que quiser
[Refrão]
Só não tente me dizer o que é melhor pra mim
Quem pode saber?
Não venha me dizer que eu te machuquei
Você sabe como eu sou
Como eu era e serei, só você pode saber
[Ponte]
Entenda o meu corpo, batimentos por minuto
Minha história, meus quilômetros por hora
Entenda meu canto, meus tantos por cento
Meus contos de réis, tantos por mês
Entenda meu corpo, sal e litros d'água
Em centímetros ao cubo, em silêncio, por favor
[Refrão]
Só não tente me dizer o que é melhor pra mim
Ninguém pode saber
Não venha me explicar o que eu sinto por você
Sou o primeiro a saber
[Saída]
O primeiro a saber
O primeiro a saber"
,Sem Você (!É Foda!),"1 Contributor
Sem Você (!É Foda!) Lyrics
[Letra de ""Sem Você (!É Foda!)""]
[Verso 1]
Um calor do cão, um frio de rachar
Tudo aqui parece estar fora do lugar
Um sensação difícil de explicar
Tudo aqui parece estar fora do lugar
[Refrão]
O dia, a noite, terra, fogo, água e ar
Sem você, tudo fica fora do lugar
[Verso 2]
A bandeira tricolor na sacada em frente ao mar (Uo, o, o)
A caça e o caçador saindo pra jantar
A fila do cinema, o sistema fora do ar
Tudo aqui parece estar fora do lugar
[Refrão]
O sul, o norte, terra, fogo, água e ar
Sem você, tudo fica fora do lugar
[Solo de Guitarra]
[Saída]
Sem você, tudo fica fora do lugar
Fora de foco, difícil de enxergar
Sem você, tudo fica fora do lugar
Fora de si, foda de se aguentar"
,Simple from the Heart,"1 Contributor
Simple from the Heart Lyrics
[Verse 1]
Back home bring me the luggage this is your trip
New landscapes, destination, passage: I'm your tattoo
House's empty, lights on just to give the impression
Music and colors, people talking, it's only television
[Chorus]
We have lost a lot of time trying to be perfect
We forgot what we are simple from the heart
[Verse 2]
Back flying, [?] melt the lead from the sky
Before I go crazy like running horses [?]
[?]
It's time to go home now, end of the journey [?]
[Chorus]
We have lost a lot of time trying to be perfect
We forgot what we are simple from the heart
[?]
[?]
[Outro]
Simple from the heart, simple from the heart
Simple from the heart"
,Simples de Coração,"1 Contributor
Simples de Coração Lyrics
[Letra de ""Simples de Coração""]
[Verso 1]
Volta pra casa, me traz na bagagem, tua viagem sou eu
Novas paisagens, destino, passagem, tua tatuagem sou eu
Casa vazia, luzes acesas, só pra dar a impressão
Cores e vozes, conversas animadas, é só a televisão
[Refrão]
Já perdemos muito tempo brincando de perfeição
Esquecemos o que somos, simples de coração
[Verso 2]
Volta voando, vinda do alto, derrete o chumbo do céu
Antes que eu saia pela tangente no giro do carrossel
Falta uma volta, ponteiros parados, tudo dança em torno de ti
Volta pra casa, fim da viagem, bem-vinda à vida real
[Refrão]
Já perdemos muito tempo brincando de perfeição
Agora é bola pra frente, agora é bola no chão
Já brincamos muito tempo, até perder a direção
Na santa paz de Deus, no mais perfeito caos
[Solo de Guitarra]
[Saída]
Simples de coração, simples de coração
Simples de coração"
