track_number,title,lyrics
,Nunca Mais Poder,"1 Contributor
Nunca Mais Poder Lyrics
“Nunca Mais Poder” fala sobre a rápida evolução tecnológica do mundo moderno. A música mostra que, diferentemente da maioria dos aparelhos eletrônicos, os seres-humanos serão sempre modernos, já que estamos…
Read More
[Letra de ""Nunca Mais Poder""]
[Verso 1]
Todo mundo é eterno, todo mundo é moderno
Como um relógio antigo
No underground, no mainstream
Todo mundo é moderno, todo mundo é eterno
Ontem, ano passado, antigamente
Amanhã, ano que vem, ano 2000
Todo mundo é moderno, todo mundo é eterno
Da boca pra fora, do fundo do coração
[Refrão]
Todo mundo é moderno, todo mundo é eterno
Como um relógio antigo, uh, uh-uh-uh
[Verso 2]
(Cultura e hora certa pra você)
Todo mundo é eterno, todo mundo é moderno
Como um relógio antigo
Atrás do brilho e de barulho, escondido dentro de si mesmo
Todo mundo é moderno, todo mundo é eterno
Em Havana, no Havaí, no Hawaii, na highway
Malditos, benditos, acabados e infinitos
Todo mundo é moderno, todo mundo é eterno
Quem cura, quem envenena, quem gera e quem extermina
[Refrão]
Todo mundo é moderno, todo mundo é eterno
Como um relógio antigo, uh, uh-uh-uh
[Ponte]
Então, por que esse medo de ficar pra trás?
De não ser sempre mais, de nunca mais poder?
Então, por que esse medo de ficar pra trás?
De não ser sempre mais, de nunca mais poder?
[Refrão]
Todo mundo é moderno, todo mundo é eterno
Como um relógio antigo, uh, uh-uh-uh
[Interlúdio]
Todo mundo é eterno, todo mundo é moderno
Como um calendário do ano passado
Como a coluna Prestes, as colunas do Niemeyer
Como a holanda de '74, ym símbolo sexual dos anos 60
Todo mundo é moderno, todo mundo é eterno
O papa é moderno, o pop é eterno
[Ponte]
Então, por que esse medo de ficar pra trás?
De não ser sempre mais, de nunca mais poder?
[Refrão]
Todo mundo é moderno, todo mundo é eterno
Como um relógio antigo, uh"
,Nunca Se Sabe,"1 Contributor
Nunca Se Sabe Lyrics
[Letra de ""Nunca Se Sabe""]
[Verso 1]
Sei que parecem idiotas as rotas que eu traço
Mas tento traçá-las eu mesmo
E, se chego sempre atrasado, se nunca sei que horas são
É porque nunca se sabe até que horas os relógios funcionarão
Sem dúvida a dúvida é um fato, sem fatos não sai um jornal
Sem saída ficamos todos presos, aqui dentro faz muito calor
Sempre parecem idiotas, as rotas que eu faço
Sempre tarde da noite
E se ando sempre apressado, se nunca sei que horas são
É porque nunca se sabe, é porque nunca se sabe
[Refrão]
Nem sempre faço o que é melhor pra mim
Mas nunca faço o que eu não tô a fim de fazer
Nem sempre faço o que é melhor pra mim
Mas nunca faço o que eu não tô a fim
[Verso 2]
Não quero perder a razão pra ganhar a vida
Nem perder a vida pra ganhar o pão
Não é que eu faça questão de ser feliz
Eu só queria que parassem de morrer de fome a um palmo do meu nariz
Mesmo que pareçam bobagens as viagens que eu faço
Eu traço meus rumos eu mesmo, a esmo
E se nunca sei a quantas ando, se ando sem direção
É porque nunca se sabe, é porque nunca se sabe
[Refrão]
Nem sempre faço o que é melhor pra mim
Mas nunca faço o que eu não tô a fim de fazer
Não viro vampiro, eu prefiro sangrar
Me obrigue a morrer, mas não me peça pra matar, não, nã-não
Nem sempre faço o que é melhor pra mim
Mas nunca faço o que eu não tô a fim de fazer
Não viro vampiro, eu prefiro sangrar
Me obrigue a morrer, mas não me peça pra matar, nã-nã-não"
,Nunca Se Sabe [10.000 Destinos],"1 Contributor
Nunca Se Sabe [10.000 Destinos] Lyrics
[Letra de ""Nunca Se Sabe""]
[Verso 1]
Sei que parecem idiotas as rotas que eu traço
Mas tento traçá-las eu mesmo
E, se chego sempre atrasado, se nunca sei que horas são
É porque nunca se sabe até que horas os relógios funcionarão
Sem dúvida a dúvida é um fato, sem fatos não sai um jornal
Sem saída ficamos todos presos, aqui dentro faz muito calor
Sempre parecem idiotas, as rotas que eu faço
Sempre tarde da noite
E se ando sempre apressado, se nunca sei que horas são
É porque nunca se sabe, é porque nunca se sabe
[Refrão]
Nem sempre faço o que é melhor pra mim
Mas nunca faço o que eu não tô a fim de fazer
Nem sempre faço o que é melhor pra mim
Mas nunca faço o que eu não tô a fim
[Verso 2]
Não quero perder a razão pra ganhar a vida
Nem perder a vida pra ganhar o pão
Não é que eu faça questão de ser feliz
Eu só queria que parassem de morrer de fome a um palmo do meu nariz
Mesmo que pareçam bobagens as viagens que eu faço
Eu traço meus rumos eu mesmo, a esmo
E se nunca sei a quantas ando, se ando sem direção
É porque nunca se sabe, é porque nunca se sabe
[Refrão]
Nem sempre faço o que é melhor pra mim
Mas nunca faço o que eu não tô a fim de fazer
Não viro vampiro, eu prefiro sangrar
Me obrigue a morrer, mas não me peça pra matar, não, nã-não
Nem sempre faço o que é melhor pra mim
Mas nunca faço o que eu não tô a fim de fazer
Não viro vampiro, eu prefiro sangrar
Me obrigue a morrer, mas não me peça pra matar, nã-nã-não"
,Nuvem,"1 Contributor
Nuvem Lyrics
[Letra de ""Nuvem""]
[Verso 1]
Se está com ele está sozinha
E sozinha não quer mais ficar
Se está com ele é por que quer
Porque não quer mudar
[Refrão]
Diga adeus, diga adeus ou não diga nada
Diga adeus
[Verso 2]
Se esta chegando o fim da linha
Tá na hora de saltar
Se está com ele, está sozinha
E sozinha não quer mais ficar
[Refrão]
Diga adeus, diga adeus ou não diga nada
Diga adeus
Não vá perder a hora certa com a pessoa errada
Diga adeus, adeus
[Ponte]
A vida não pode ser um contagotas na tua mão
Chuva que não chove, sol que não sai
A vida não pode ser medida com precisão
Motor que não se move, nuvem que não se vai
[Verso 3]
Se está com ele, está sozinha
E sozinha não quer mais ficar
Se está chegando o fim da linha
Tá na hora de saltar
[Refrão]
Não vá perder a vida inteira com a pessoa errada
Diga adeus, diga adeus
Vai chover, vai secar, serão águas passadas
Diga adeus, adeus"
,O Castelo dos Destinos Cruzados,"1 Contributor
O Castelo dos Destinos Cruzados Lyrics
[Letra de ""O Castelo dos Destinos Cruzados""]
[Verso 1: Carlos Maltz]
Quando você me disse que não era nada
Daquilo que a gente sempre imaginou
Um vento frio soprou, uma janela bateu
Na noite escura da alma
Quando você me olhou daquele jeito
Que só você olhava
Um passarinho voou baixinho
Deixou pra trás tudo que acreditava
Quando as paredes e o teto caíram
Eu pensei que era o final
Mas era só o começo de um problema
Só um pesadelo normal
[Refrão: Humberto Gessinger & Carlos Maltz]
Lembra de mim, você me enlouquece
A cabeça diz que é besteira, mas o coração não esquece
Lembra de mim, você me enlouquece
A cabeça diz que é besteira, mas o coração não esquece
[Verso 2: Carlos Maltz]
No castelo dos destinos que se cruzam no tempo
Ninguém liga se já foi ou se ainda pode ser
Uma criança que nasceu em 62
Uma mulher que eu conheci em 43
Os dias passam lentamente pra quem pensa nos dias
Semanas e semanas só pensando em você
O tempo pinga lento, dentro do meu talismã
Nas estrelas de centauro, hoje é o ontem do amanhã
[Refrão: Humberto Gessinger & Carlos Maltz]
Lembra de mim, você me enlouquece
A cabeça diz que é besteira, mas o coração não esquece
Lembra de mim, você me enlouquece
A cabeça diz que é besteira, mas o coração não esquece, ah
[Verso 3: Carlos Maltz]
No castelo dos destinos cruzados
O viajante que chegou pode ser você
Eu fiz de tudo que eu pude para te esquecer
A morte vive aqui do lado só que a gente não vê
Uma pessoa que ficou perdida
Uma pessoa que caiu do céu
Uma pessoa que você já conhecia
Muito antes de nascer e que você perdeu
[Ponte: Humberto Gessinger & Carlos Maltz]
Perdeu, perdeu, perdeu
Perdeu, perdeu, perdeu
[Refrão: Humberto Gessinger & Carlos Maltz]
Lembra de mim, você me enlouquece
A cabeça diz que é besteira, mas o coração não esquece
Lembra de mim, você me enlouquece
A cabeça diz que é besteira, mas o coração não esquece
[Solo de Guitarra]"
,"O Exército de um Homem Só [Acústico Filmes de Guerra, Canções de Amor]","1 Contributor
O Exército de um Homem Só [Acústico Filmes de Guerra, Canções de Amor] Lyrics
[Letra da versão acústica de ""O Exército de um Homem Só""]
[Verso]
Não importa se só tocam o primeiro acorde da canção
A gente escreve o resto em linhas tortas nas portas da percepção
Em paredes de banheiro nas folhas que o outono leva ao chão
Em livros de estórias seremos a memória dos dias que virão
Se é que eles virão
Não importa se só tocam a primeira frase da canção
A gente escreve o resto sem muita pressa, com muita precisão
Nos interessa o que não foi impresso, mas continua sendo escrito à mão
Escrito à luz de velas quase na escuridão
Longe da multidão
Não importa se só ouvem a primeira nota da canção
A gente escreve o resto e o resto é resto, é falsificação
É sangue falso, bang-bang italiano, suíngue falso, turista americano
Livres dessa estória, a nossa trajetória não precisa explicação
E não tem explicação
[Refrão]
Somos um exército, o exército de um homem só
No difícil exercício de viver em paz
Somos um exército, o exército de um homem só
Sem fronteiras, sem bandeiras
Pra defender, pra defender
[Ponte]
Não interessa o diário da corte, não interessa o que diz o rei
Se o jogo não há juiz, não há jogada fora da lei
Não interessa o que diz o ditado, não interessa o que o Estado diz
Nós falamos outra língua, moramos em outro país
[Refrão]
Somos kamikazes incapazes de ir à luta
Somos quase livres, isto é pior do que a prisão
Somos um exército, o exército de um homem só
Um bando de vampiros que odeiam sangue
Sem fronteiras ou sem bandeira para defender
Somos um exército, o exército de um homem só
Nesse exército, no exército de um homem só
Todos sabem que tanto faz
Ser culpado ou ser capaz
Tanto faz"
,"O Exército de um Homem Só, I","4 Contributors
O Exército de um Homem Só, I Lyrics
“O Exército de um Homem Só, I,” quarto single d'O Papa é Pop, fala sobre Humberto Gessinger e os Engenheiros do Hawaii. O vocalista compôs a música para falar sobre si de certo modo, já que o mesmo é…
Read More
[Letra de ""O Exército de um Homem Só, I""]
[Verso 1]
Não importa se só tocam o primeiro acorde da canção
A gente escreve o resto em linhas tortas nas portas da percepção
Em paredes de banheiro nas folhas que o outono leva ao chão
Em livros de estórias seremos a memória dos dias que virão
Se é que eles virão
Não importa se só tocam o primeiro verso da canção
A gente escreve o resto sem muita pressa, com muita precisão
Nos interessa o que não foi impresso e continua sendo escrito à mão
Escrito à luz de velas quase na escuridão
Longe da multidão
[Refrão]
Somos um exército, o exército de um homem só
No difícil exercício de viver em paz
Somos um exército, o exército de um homem só
Sem bandeira, sem fronteiras
Pra defender, pra defender
[Verso 2]
Não importa se só tocam o primeiro acorde da canção
A gente escreve o resto e o resto é resto, é falsificação
Sangue falso, bang-bang italiano, suíngue falso, turista americano
Livres desta estória, a nossa trajetória não precisa explicação
E não tem explicação
[Refrão]
Somos um exército, o exército de um homem só
No difícil exercício de viver em paz
Somos um exército, o exército de um homem só
Sem bandeira, sem fronteiras
Pra defender, pra defender
[Ponte]
Não interessa o que o bom senso diz, não interessa o que diz o rei
Se o jogo não há juiz, não há jogada fora da lei
Não interessa o que diz o ditado, não interessa o que o Estado diz
Nós falamos outra língua, moramos em outro país
[Refrão]
Somos um exército, o exército de um homem só
No difícil exercício de viver em paz
Somos um exército, o exército de um homem só
Todos sabem que tanto faz
Ser culpado ou ser capaz"
,"O Exército de um Homem Só, II","5 Contributors
O Exército de um Homem Só, II Lyrics
A segunda parte de “O Exército de um Homem Só” continua os pensamentos e sonoridade da primeira. A música ainda termina criticando o autoritarismo, com Humberto Gessinger gritando, “Sentido. Sim, senhor. Não…
Read More
[Letra de ""O Exército de um Homem Só, II""]
[Verso]
Somos kamikazes incapazes de ir à luta
Somos quase livres, isto é pior do que a prisão
Somos um exército, o exército de um homem só
Um bando de vampiros que odeiam sangue
Sem bandeira, sem fronteiras para defender
Somos um exército, o exército de um homem só
Nesse exército, no exército de um homem só
Todos sabem que tanto faz
Ser culpado ou ser capaz
Tanto faz
[Saída]
Ei, sentido
Sim, senhor
Não faz
Sentido
Sentido
Sim, senhor
Não faz
Sentido"
,Olhos Iguais aos Seus,"2 Contributors
Olhos Iguais aos Seus Lyrics
“Olhos Iguais aos Seus” fala sobre como as pessoas e as coisas no geral se tornam cada vez mais iguais, devido a padronização tanto do modelo capitalista quanto do mundo pop.
[Letra de ""Olhos Iguais aos Seus""]
[Verso]
Uma nuvem cobre o céu, uma sombre envolve o seu olhar
Você olha ao seu redor e acha melhor parar de olhar
São olhos iguais aos seus, iguais ao céu ao seu redor
São olhos iguais aos seus
Uma nuvem cobre o céu, uma sombre envolve o seu olhar
Você olha ao seu redor e acha melhor parar de olhar
São olhos iguais aos seus, iguais ao céu ao seu redor
São olhos iguais aos seus
[Refrão]
O que faz as pessoas parecerem tão iguais?
O que faz as pessoas parecerem tão iguais?
O que faz as pessoas parecerem tão iguais?
Por que razão essa igualdade se desfaz?
Qual a razão desse disfarce no olhar?
No olhar, no olhar
[Verso]
Uma nuvem cobre o céu, uma sombre envolve o seu olhar
Você olha ao seu redoer e acha melhor parar de olhar
São olhos iguais aos seus, iguais ao céu ao seu redor
São olhos iguais aos seus
[Refrão]
O que faz as pessoas parecerem tão iguais?
O que faz as pessoas parecerem tão iguais?
O que faz as pessoas parecerem tão iguais?
Por que razão essa igualdade se desfaz?
Qualé a razão desse disfarce no olhar?
Oh-oh-oh, oh-oh-oh
[Solo de Guitarra]
[Saída]
O que faz as pessoas parecerem tão iguais?
O que faz as pessoas parecerem tão iguais?
O que faz as pessoas parecerem tão iguais?
O que fazem as pessoas para serem tão iguais?
O que fazem as pessoas para serem tão iguais?
O que fazem as pessoas para serem tão iguais?
O que fazem as pessoas para serem tão iguais?"
,Onde Menos Se Espera,"3 Contributors
Onde Menos Se Espera Lyrics
Tente outra coisa
Tente ver as coisas
De um modo diferente
Tente outra cor
E, se não for amor
Outro tipo de gente
Tente ver além
Do que você já tem
A sua frente
Tente um mundo novo
Uma nova era
Tudo pode estar te esperando
Tudo pode estar
Onde menos se espera
Tente a todo instante
Só o que manda o instinto
Tente refrigerante
Vinho branco e
Vinho tinto
Tente ser Brasil
(De um povo heróico
Um brado retumbante)
Tente o mundo todo
Tente todo mundo
Ninguém vai ficar te esperando
Tudo pode estar
Onde menos se espera
Tente outra coisa
Tente ver as coisas
De um modo diferente
Por cima do muro
Por baixo dos panos
Tente outra vez
O que você já fez
De um modo diferente
Tente um mundo novo
Uma nova era
Tudo pode mudar
Tudo pode estar
Onde menos se espera
Tudo pode mudar
Tudo pode estar
Onde menos se espera
Tudo pode mudar
Tudo pode estar
Onde menos se espera
Tudo pode mudar
Tudo pode pintar
De quem menos se espera
Numa noite de inverno
Tarde de outono
Ou manhã de primavera
O tempo pode virar
Pode ser verão
Quando menos se espera"
